create_time,breath_line,heart_line
2025/06/22 19:08:39,-0.0123528,-0.00517407
2025/06/22 19:08:40,-0.00534081,0.00254953
2025/06/22 19:08:41,0.00276868,0.00402585
2025/06/22 19:08:42,0.0024167,0.00776027
2025/06/22 19:08:43,0.000450317,0.015647
2025/06/22 19:08:44,0.00169205,0.00788037
2025/06/22 19:08:45,-0.012443,0.050475
2025/06/22 19:08:46,0.0101554,0.0323165
2025/06/22 19:08:47,0.00266375,0.00205612
2025/06/22 19:08:48,-0.0211304,0.0324563
2025/06/22 19:08:49,0.00606651,0.119601
2025/06/22 19:08:50,-0.00108903,0.0380473
2025/06/22 19:08:51,0.011578,0.00298251
2025/06/22 19:08:52,-0.00271381,-0.0340251
2025/06/22 19:08:53,-0.0130217,0.154148
2025/06/22 19:08:54,0.0380698,0.204616
2025/06/22 19:08:55,-0.0526513,-0.109601
2025/06/22 19:08:56,-0.00718001,0.0183587
2025/06/22 19:08:57,-0.00893888,-0.0138919
2025/06/22 19:08:58,0.00604481,-0.0350429
2025/06/22 19:08:59,0.0140791,-0.0703362
2025/06/22 19:09:00,-0.0014117,0.0346417
2025/06/22 19:09:01,-0.00846606,-0.00503797
2025/06/22 19:09:02,0.0127701,-0.0133969
2025/06/22 19:09:03,0.0140588,0.0174402
2025/06/22 19:09:04,-0.0150879,0.0502983
